"date";age_10;age_15;age_20;age_25;age_30;age_35;age_40;age_45;age_50;age_55;age_60;age_65;age_70;male;female;bc_100000003275;bc_100000003282;bc_100000003299;bc_100000003305;bc_100000003312;bc_100000003329;bc_100000003336;bc_100000003343;bc_100000003350;bc_100000003367;bc_100000003374;bc_100000003381;bc_100000003398;bc_100000003404;bc_100000003411;bc_100000003428;bc_100000003435;bc_100000003459;bc_100000003466;bc_100000003473;bc_100000003480;bc_100000003497;bc_100000003503;bc_100000003510;bc_100000003527;bc_100000003534;bc_100000003541;bc_100000003558;bc_100000003565;bc_100000003572;bc_100000003589;bc_100000003596;bc_100000003602;bc_100000003619;bc_100000003626;bc_100000003633;bc_100000003640;bc_100000003664;bc_100000003671;bc_100000003725;bc_100000003732;bc_100000003756;bc_100000003763;bc_100000003770;bc_100000003787;bc_100000003800;bc_100000003817;bc_100000003824;bc_100000003862;bc_100000003978;bc_100000003985;bc_100000003992;bc_100000004005;bc_100000004012;bc_100000004029;bc_100000004050;bc_100000004067;bc_100000004074;bc_100000004081;bc_100000004098;bc_100000004104;bc_100000004111;bc_100000004128;bc_100000004135;bc_100000004142;bc_100000004159;bc_100000004166;bc_100000004173;bc_100000004180;bc_100000004197;bc_100000004203;bc_100000004210;bc_100000004227;bc_100000004234;bc_100000004258;bc_100000004265;bc_100000004272;bc_100000004289;bc_100000004296;bc_100000004302;bc_100000004319;bc_100000004326;bc_100000004333;bc_100000004340;bc_100000004357;bc_100000004364;bc_100000004371;bc_100000004388;bc_100000004395;bc_100000004401;bc_100000004425;bc_100000004432;bc_100000004449;bc_100000004456;bc_100000004470;bc_100000004487;bc_100000004494;bc_100000004616;bc_100000004623;bc_100000004630;bc_100000004647;bc_100000004654;bc_100000004661;bc_100000004678;bc_100000004685;bc_100000004692;bc_100000004708;bc_100000004715;bc_100000004722;bc_100000004739;bc_100000004753;bc_100000004760;bc_100000004777;bc_100000004784;bc_100000004791;bc_100000004807;bc_100000004814;bc_100000004821;bc_100000004838;bc_100000004845;bc_100000004869;bc_100000004876;bc_100000004883;bc_100000004890;bc_100000004906;bc_100000004913;bc_100000004937;bc_100000004944;bc_100000004951;bc_100000004968;bc_100000004975;bc_100000004982;bc_100000004999;bc_100000005002;bc_100000005019;bc_100000005026;bc_100000005040;bc_100000005057;bc_100000005064;bc_100000005071;bc_100000005095;bc_100000005101;bc_100000005118;bc_100000005125;bc_100000005132;bc_100000005149;bc_100000005156;bc_100000005163;bc_100000005170;bc_100000005187;bc_100000005194;bc_100000005200;bc_100000005248;bc_100000005323;bc_100000005347;bc_100000005354;bc_100000005361;bc_100000005378;bc_100000005385;bc_100000005392;bc_100000005415;bc_100000005422;bc_100000005446;bc_100000005453;bc_100000005460;bc_100000005477;bc_100000005514;bc_1235;bc_1236;bc_1238;bc_1239;bc_1240;bc_1241;bc_1243;bc_1244;bc_1245;bc_1246;bc_1247;bc_1248;bc_1249;bc_1254;bc_1260
"2019-01-05";1;0;4;6;9;12;7;5;0;3;1;0;0;18;30;1;2;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;1;0;0;1;0;0;0;1;1;0;2;1;0;5;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0
"2019-01-08";0;1;3;6;20;12;12;9;7;2;0;0;0;20;52;17;4;4;1;3;0;1;0;0;1;0;0;0;0;0;1;1;2;0;0;1;4;3;2;0;0;1;15;1;6;4;0;0;0;0;6;0;1;0;0;1;0;1;0;0;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;3;0;0;0;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;20;0;0;0;0;0;0;0;0;0
"2019-01-09";0;1;5;13;23;11;8;5;3;1;0;1;0;31;40;6;10;8;4;1;2;1;1;0;0;1;1;0;0;4;0;1;1;1;2;3;9;1;1;0;0;1;11;1;4;1;0;0;0;0;13;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;2;25;2;1;0;0;0;1;0;0;0
"2019-01-10";2;2;3;12;16;23;19;8;3;2;0;0;0;36;54;9;16;3;0;1;0;0;1;0;0;0;0;0;0;3;0;3;1;0;3;3;4;5;5;0;0;1;6;4;8;5;0;0;0;0;3;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5;20;5;0;0;4;0;0;0;0;0;0;0;1;1;0;0;2;0;1;3;0;1;0;3;0;4;0;1;0;4;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;4;31;0;1;1;0;2;3;0;0;0
"2019-01-11";1;2;4;10;22;13;12;5;7;1;0;0;0;36;41;4;7;4;4;3;3;1;1;3;0;0;0;0;0;5;0;4;0;1;1;3;2;0;5;2;1;3;9;0;5;3;0;0;0;0;9;0;6;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;16;14;0;0;2;0;0;0;0;1;0;2;2;0;0;0;1;0;1;8;0;1;0;7;1;0;0;1;1;4;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;34;1;0;2;3;0;5;2;0;0
"2019-01-12";0;1;9;14;22;15;12;8;3;2;0;0;0;39;47;7;8;6;4;1;0;0;1;2;0;4;0;0;0;4;1;3;2;2;1;0;9;3;5;0;1;1;6;0;9;10;0;0;0;0;4;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;5;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;4;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;17;0;2;0;0;2;1;2;0;0
"2019-01-14";2;5;10;28;34;27;18;8;2;0;1;0;0;64;71;8;11;5;7;1;0;0;2;6;0;0;0;1;0;0;0;0;3;4;2;2;8;1;1;0;5;6;13;0;7;2;0;0;0;0;15;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;11;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;2;0;4;0;0;0;0;0;4;1;0;1;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;32;0;2;1;0;1;0;0;0;0
"2019-01-15";0;2;8;11;22;26;16;9;8;2;1;1;0;52;54;12;6;2;4;2;0;0;0;0;0;2;0;0;0;1;1;2;1;0;5;1;8;1;1;0;0;1;19;0;5;3;0;0;0;0;13;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;21;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;5;3;2;0;3;0;5;1;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;4;27;0;1;0;1;0;3;1;0;0
"2019-01-16";1;4;8;11;8;9;12;6;2;5;4;0;0;27;43;15;11;8;2;3;0;0;3;1;1;2;0;0;0;6;1;3;2;3;0;0;11;1;1;0;1;4;21;0;4;2;0;1;0;0;18;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;9;11;16;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;8;1;0;0;1;2;6;1;0;0;0;0;0;2;0;0;0;7;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;39;1;0;2;1;1;3;0;0;0
"2019-01-17";2;3;10;13;19;8;10;8;2;0;1;0;0;16;60;11;10;10;4;2;1;0;2;0;0;0;0;0;0;1;0;1;1;3;0;1;7;5;0;0;3;4;10;0;5;5;1;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;23;10;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;4;2;6;1;1;0;0;0;5;1;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;4;1;25;0;2;0;0;0;3;0;0;0
"2019-01-18";0;0;8;17;19;12;12;5;5;1;0;1;0;36;44;13;4;4;5;4;1;1;1;0;0;0;2;0;0;2;0;5;0;2;2;3;6;3;4;0;1;5;21;1;9;4;0;0;0;0;18;0;4;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;16;19;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;2;4;12;2;0;0;0;0;7;4;0;0;0;1;0;3;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;39;2;3;1;1;0;2;0;0;0
"2019-01-19";0;4;10;12;17;13;6;4;1;1;2;1;1;29;43;10;5;3;2;2;1;1;2;1;1;2;1;0;0;5;0;4;8;3;2;3;1;0;2;1;0;0;9;1;8;4;0;0;0;0;10;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;2;0;0;1;2;0;0;0;0;1;3;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;18;0;0;0;1;0;0;1;0;0
"2019-01-21";0;1;4;9;16;26;23;3;2;0;1;0;0;26;59;20;11;7;2;1;3;0;2;1;0;2;0;0;0;1;1;0;1;1;1;2;13;1;0;0;1;1;23;0;8;6;0;0;0;0;19;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;15;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;5;0;1;0;1;0;8;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;5;0;24;1;0;0;0;0;1;0;0;0
"2019-01-22";1;3;5;14;24;24;15;10;2;1;0;0;0;28;71;11;15;8;5;1;2;0;1;1;0;3;0;0;0;1;0;1;3;5;1;3;8;3;1;0;0;1;15;0;5;2;0;0;0;0;15;0;9;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;12;12;18;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;3;0;6;4;0;0;1;1;11;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;24;2;2;0;0;0;1;0;0;0
"2019-01-23";3;4;7;15;16;26;20;7;3;1;1;0;0;36;67;11;11;7;4;2;0;0;3;1;1;4;2;1;0;2;0;6;5;2;2;2;4;2;2;0;1;6;16;0;7;6;0;0;0;0;15;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;1;0;0;1;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;9;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;10;1;0;0;0;0;2;3;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;8;3;35;2;1;1;0;0;6;0;0;0
"2019-01-24";3;0;6;7;20;23;12;7;6;1;1;0;0;37;49;11;19;3;3;1;0;0;2;0;0;0;0;0;1;2;1;3;0;1;0;0;8;2;2;0;3;1;23;1;8;6;0;0;0;1;7;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;8;18;18;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;4;0;1;2;4;1;0;0;0;1;4;1;0;0;0;1;0;1;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;4;0;35;1;1;0;1;0;1;0;0;0
"2019-01-25";1;3;10;14;12;11;7;8;7;0;0;0;0;38;35;7;10;4;2;0;0;0;4;1;0;3;2;0;2;6;1;2;2;3;4;0;4;1;3;0;0;2;7;0;4;4;0;0;0;0;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;2;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;17;21;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;8;4;0;0;0;2;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;8;0;31;2;0;1;0;2;4;0;0;0
"2019-01-26";4;2;10;21;20;8;2;3;0;1;0;0;0;36;35;10;1;2;2;0;2;0;1;1;0;1;1;0;0;6;0;3;2;1;0;1;3;0;6;0;1;1;8;1;5;3;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;5;2;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;1;0;0;1;0;2;2;0;0;0;2;0;2;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;0;9;0;0;0;1;0;0;3;0;0
"2019-01-28";0;3;11;10;14;19;15;8;2;2;3;1;0;24;64;13;10;6;3;1;3;0;1;1;0;0;1;0;0;1;1;0;2;1;2;5;6;1;3;0;0;2;21;1;3;8;0;0;0;0;23;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;3;0;0;1;1;0;0;0;0;1;0;3;3;0;0;0;0;0;1;0;0;0;4;19;11;0;0;4;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;4;5;5;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;3;29;2;2;0;2;0;3;0;0;0
"2019-01-29";2;1;3;12;19;24;7;2;4;2;0;0;0;35;41;12;9;4;6;2;1;0;3;0;0;0;0;1;0;2;1;4;4;5;2;0;4;0;3;0;1;7;7;2;5;3;0;0;0;0;13;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;14;11;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;5;1;0;0;0;0;5;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;2;32;0;1;1;0;0;2;0;0;0
"2019-01-30";1;5;2;9;16;27;9;16;5;0;0;0;0;45;45;7;15;5;4;2;0;1;1;2;0;2;0;0;0;2;1;4;2;0;3;2;9;0;0;0;0;6;19;1;10;1;0;0;0;0;13;0;4;0;0;0;3;0;0;0;2;0;0;0;0;2;0;1;0;0;2;0;0;0;1;0;3;0;2;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;5;15;8;0;1;2;0;1;0;0;1;1;0;0;2;0;0;0;1;0;5;0;1;2;4;1;0;0;0;1;7;0;0;0;0;0;0;1;0;0;0;9;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;1;36;1;0;1;0;0;5;0;0;0
"2019-01-31";1;5;9;17;23;22;12;6;2;0;2;0;0;33;66;10;20;15;5;1;2;0;0;0;0;0;0;0;0;1;2;7;6;6;4;3;14;3;0;0;1;5;28;2;15;10;0;0;0;0;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;3;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;12;14;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;6;2;0;0;0;1;10;2;0;0;0;0;0;0;0;0;0;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;1;36;0;1;0;0;0;1;0;0;0
"2019-02-01";0;5;6;15;24;16;11;6;0;2;1;0;0;24;62;16;10;5;3;0;1;0;0;2;1;2;0;3;0;5;0;2;1;5;2;1;7;3;2;0;0;2;12;1;7;4;0;0;0;0;16;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;20;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;4;7;4;0;0;1;0;6;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;32;1;0;0;2;1;2;2;0;0
"2019-02-02";1;5;14;13;24;9;2;2;1;1;0;0;0;33;39;9;2;3;4;0;0;0;0;2;0;4;1;0;0;5;0;5;1;2;1;0;3;6;2;0;1;2;5;0;6;2;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;10;0;0;0;0;0;0;0;0;0
"2019-02-04";1;2;9;17;26;18;10;13;6;1;0;0;0;47;56;15;18;11;1;1;1;0;2;0;0;2;1;0;0;4;0;3;1;2;3;3;8;4;3;0;1;7;21;0;8;6;0;0;0;1;20;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;16;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;3;5;1;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;7;3;27;0;0;0;1;0;5;0;0;0
"2019-02-05";3;2;7;15;17;9;7;6;0;0;0;0;0;29;37;9;10;7;6;2;0;1;2;0;1;0;0;0;0;1;1;3;3;0;0;2;4;0;3;0;0;10;14;1;3;5;0;0;0;0;17;0;5;0;0;1;1;0;0;0;2;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;17;15;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;1;1;9;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;1;0;29;1;2;0;0;0;2;0;0;0
"2019-02-06";0;2;1;9;27;27;16;3;2;1;0;1;0;18;71;16;18;11;9;7;2;0;1;2;0;2;1;0;0;9;1;8;4;3;0;6;9;2;0;0;3;8;32;1;10;7;0;0;0;0;19;0;4;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;19;11;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;3;0;2;2;3;4;0;0;0;0;8;0;0;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;1;1;0;7;3;38;0;2;3;0;0;3;1;0;0
"2019-02-07";0;2;8;11;20;14;9;2;3;0;0;0;0;22;47;15;14;6;3;1;3;1;1;1;1;0;1;0;0;2;3;1;2;2;5;0;10;0;3;0;1;3;18;0;8;3;0;0;0;0;11;0;5;0;1;0;1;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;8;16;12;0;0;1;0;1;2;0;0;0;0;0;0;0;1;1;1;0;0;0;4;2;10;2;0;0;2;2;10;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;5;1;39;0;1;1;1;1;1;1;0;0
"2019-02-12";0;1;0;4;8;16;6;12;10;2;1;0;0;42;18;7;20;3;7;1;0;0;1;1;0;1;0;0;0;3;0;2;1;1;2;0;9;2;1;0;3;3;14;1;10;5;1;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;10;16;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;0;4;1;0;0;0;0;4;2;0;0;0;0;0;0;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;1;0;2;0;0;0;0;0;0;0;0;1;0;5;3;28;1;2;1;0;1;0;0;0;0
"2019-02-13";2;6;2;4;12;20;13;2;4;6;0;0;0;26;45;23;19;14;10;1;0;1;2;1;0;0;0;2;0;3;5;2;6;3;3;4;11;2;1;1;0;14;22;0;10;4;9;0;0;0;21;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;21;7;0;0;2;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3;0;5;0;0;0;0;2;11;4;0;0;0;1;0;0;2;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;4;0;0;0;0;0;0;0;1;1;0;5;1;33;0;0;1;1;1;7;0;0;0
